text,intent
how soon will my card arrive?,card_delivery_estimate
How will I get my card?,card_delivery_estimate
"I haven't received my card yet, how long does it normally take?",card_delivery_estimate
How long until my card will get here?,card_delivery_estimate
I'm worried my card might be lost in the mail? How long does it usually take to arrive?,card_delivery_estimate
Can i choose a specific delivery date?,card_delivery_estimate
I'd like to have it delivered on Saturday.  Is that possible?,card_delivery_estimate
Can I choose the day it's delivered?,card_delivery_estimate
how long should I expect to wait for my card to arrive?,card_delivery_estimate
Help! When will the card arrive at my home?,card_delivery_estimate
i need to add express delivery if that's an option,card_delivery_estimate
I need my card to be delivered fast,card_delivery_estimate
When should I expect my card to arrive?,card_delivery_estimate
What is the length of time for one of these items to come to the U.S?,card_delivery_estimate
I would like to make sure it is delivered on a certain date.,card_delivery_estimate
When will I get my card shipped to me?,card_delivery_estimate
How long is delivery to the US?,card_delivery_estimate
When can I expect to receive my card?,card_delivery_estimate
can I choose delivery times to suite me?,card_delivery_estimate
How long will it take to deliver to the US?,card_delivery_estimate
My card is needed soon,card_delivery_estimate
What is the delivery time for US?,card_delivery_estimate
How long is a delivery to the US?,card_delivery_estimate
How long does it take to receive my card?,card_delivery_estimate
Can I get my card fast tracked?,card_delivery_estimate
Can I have it delivered on the date I need it delivered?,card_delivery_estimate
Can I put my old card back in the app?,card_linking
"I received my card, how do I get it to show in the app?",card_linking
I found my card! Can I link it back into the app?,card_linking
How do I make my card appear on the app?,card_linking
Where in the app do I go to make my new card show up?,card_linking
I was able to find my card. How to I go about putting it into my app?,card_linking
Will I need a new card or can I put my old card back into the app?,card_linking
"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",card_linking
How can I make my card show up in the app?,card_linking
help me link my card,card_linking
How do i go about linking a new card?,card_linking
Can I activate a card in the app?,card_linking
I received my new card.  Where is it in the app?,card_linking
I got a new card and can't find where to link it.,card_linking
Is there a way to link the card i just got?,card_linking
"I received my card, how do I get it to work in the app?",card_linking
Where can I link a new card?,card_linking
I found my card. How can I put it into my app?,card_linking
How do I reactivate my card?,card_linking
"In the app, how can I make it show the new card that arrived?",card_linking
"Hey, I have my card, how do I get it to show in the app?",card_linking
I found my card again. Can I put it back into the app?,card_linking
Where do I go to get my new card linked?,card_linking
"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",card_linking
I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,card_linking
"I want to reactivate my card, I thought I had lost it but found it again this morning.",card_linking
"I just received a new card, where do I go to link it to my account?",card_linking
How do I activate and link my new card?,card_linking
How do I link a new card in the app?,card_linking
Where do I go to add a new card?,card_linking
"I found my card, am I able to put it back into the app?",card_linking
I would like to reactivate my card that I previously reported lost. I located the card this morning.,card_linking
"I found my card, how can I use it again?",card_linking
How do I link my new card?,card_linking
"found card, how to put it back in app",card_linking
How do I link an existing card?,card_linking
How do I link the new card that I just got from you guys?,card_linking
Help me access the card I already got so I can information from it.,card_linking
Is it possible to link a new card?,card_linking
I have a card that was deactivated can I reactivate it?,card_linking
Can you show me where to link the new card?,card_linking
"I want to reactivate my card, I found it after thinking it was lost.",card_linking
If I have a physical card can I link it?,card_linking
How do I add the card I just received to show up in the app?,card_linking
How do I link a new card to an existing one?,card_linking
"My card arrived but I need to make it work in the app, how do I do that?",card_linking
"I found my card in my jacket this morning, so can I reactivate it?",card_linking
How do I link a new payment card?,card_linking
My card has been found. Is there any way for me to put it back into the app?,card_linking
"lost card found, want to put it back in app",card_linking
How do I add an existing card to the app?,card_linking
I found my old card. Can I link it back into the app?,card_linking
"I found my card that I thought I had lost, I need to reactive it, please help.",card_linking
Can I reactivate my card? I reported it lost and found it this morning in my jacket.,card_linking
"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",card_linking
how do I get my card to show in the app?,card_linking
How do I link my card in the app.,card_linking
You sent me a card and now I want to link it.,card_linking
Can I link my card I previously received?,card_linking
"I just got a card, how can I add it to the app?",card_linking
Can I put my found card back into the app on my phone?,card_linking
Is there any way to see my card in the app?,card_linking
How do I add my new card to the app?,card_linking
How do I link the new card?,card_linking
How can I link the new card?,card_linking
how do I link an old card?,card_linking
Can I add a card that I just found (again) to the app?,card_linking
"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",card_linking
Can you please reactivate my card?,card_linking
I just got my card.  It's not linked yet--how do I do that?,card_linking
Is my card frozen?,card_not_working
My card will not work,card_not_working
I tried using my card at multiple vendors and now it's not working.,card_not_working
I wasn't able to use my card today when I went out for lunch. Wondering why that is?,card_not_working
My card don't work.,card_not_working
What do I do if my card gets broken?,card_not_working
My card was declined at a restaurant today and I don't know what the problem is.,card_not_working
I need help with understanding why my card is not working.,card_not_working
My card won't work right now.,card_not_working
Help.  My card is broken.,card_not_working
My card is not working.,card_not_working
The card is non-functional.,card_not_working
My physical card is not working,card_not_working
What should I do if my physical card isn't working?,card_not_working
My card isn't working at all. What happened?,card_not_working
What to do if my physical card is not working?,card_not_working
How do I check security settings using the app?,card_not_working
I can't use my card because it is not working.,card_not_working
My card doesn't work when I use it.,card_not_working
Need help to get my card to work.,card_not_working
"For a week now, I have tried to use my card and it is still not working.",card_not_working
The card that I have isn't working. This is the physical card.,card_not_working
"My card isn't working at all, I need assistance. It's really frustrating.",card_not_working
How do I get my card to work?,card_not_working
I can't seem to be able to use my card,card_not_working
I can't get the card itself to work.,card_not_working
My card was working but now it doesn't.,card_not_working
Did you deactivate my card it's not working anymore,card_not_working
I cannot seem to use my card.,card_not_working
What are ways to test why my card might not be working?,card_not_working
There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on,card_not_working
Why isn't my card working anymore?,card_not_working
WHAT IS THE MAIN REASON OF THIS PROBLEM,card_not_working
I have not been able to use this card.,card_not_working
HOW LONG THE CARD VALIDITY,card_not_working
"I think my card is broken or something. I tried using it and it wouldn't go through, please help.",card_not_working
How do I check security settings on my card?,card_not_working
"My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined?",card_not_working
What do I do if the machine rejects my card?,card_not_working
Can you tell me what the problem with my card is? It was declined at a restaurant today.,card_not_working
My card stopped working after multiple transactions. Why?,card_not_working
My card doesn't seem to work anymore,card_not_working
Please help.  The card won't work.,card_not_working
Why is my physical card not working?,card_not_working
I seem to be unable to make any transactions.,card_not_working
My card is broken,card_not_working
Why doesn't my card work for any transactions?,card_not_working
Please help me!  My physical card isn't working right.,card_not_working
What do I do?  My card is broken.,card_not_working
I can't seem to use my card. Can you help?,card_not_working
I haven't been able to complete any transactions on my card today. Do you know what's wrong?,card_not_working
Today I used my card at a restaurant and it was declined. Why?,card_not_working
Today I was out eating and my card was declined. Why's that?,card_not_working
Why won't my card work anymore?,card_not_working
How do I fix a broken card?,card_not_working
"
I can't seem to be able to use my card


",card_not_working
I made a purchase but never expected to see a fee charged for the transaction.,card_payment_fee_charged
Why is there a fee when I thought there would be no fees?,card_payment_fee_charged
Why have I been charged a small fee to use my card?,card_payment_fee_charged
How did the extra charge on my card come in effect?,card_payment_fee_charged
I was charged an extra fee for a card payment. I was unaware of these fees beforehand.,card_payment_fee_charged
Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before.,card_payment_fee_charged
I have a fee showing from last time I used my card.,card_payment_fee_charged
Why did I get charged a fee on my card?,card_payment_fee_charged
Do you have charges now when you pay with a card?,card_payment_fee_charged
Can you explain why my payment was charged a fee?,card_payment_fee_charged
"I am getting charged fees on some payments.  Please help me understand, where are these fees disclosed?",card_payment_fee_charged
Please tell me why I would have to pay a fee for a recent payment. Thanks.,card_payment_fee_charged
what is this extra charge with my purchase?,card_payment_fee_charged
I have never been charged a card payment fee before. Why did this change?,card_payment_fee_charged
I got charged for with a fee for paying with my card.,card_payment_fee_charged
When do you charge fees on accounts? I just saw a charge on my statement.,card_payment_fee_charged
After I used my card I saw I was charged a fee for using it,card_payment_fee_charged
Why was there an extra charge because I used my card to pay?,card_payment_fee_charged
Why am I getting a fee on a card payment?,card_payment_fee_charged
What is the charge for paying with my card?,card_payment_fee_charged
Is there an allowance on cards?,card_payment_fee_charged
What is the extra fee that was added when I used the card?,card_payment_fee_charged
Why is there a fee on a card payment?,card_payment_fee_charged
Why was I charged an extra fee when using the card?,card_payment_fee_charged
Why was there a fee for paying by card?,card_payment_fee_charged
"My card is showing a fee from when I used it, but I thought this card was supposed to be fee free?",card_payment_fee_charged
I just saw a fee on my account. When do these get charged?,card_payment_fee_charged
Why was I charged for payments? You didn't warn me about additional fees.,card_payment_fee_charged
I made a purchase with my card and I was charged a fee for using it,card_payment_fee_charged
I paid with my card and ended up being charged a fee.,card_payment_fee_charged
I think a fee was applied for paying with a card.,card_payment_fee_charged
Tell me why there is a fee for a card payment.,card_payment_fee_charged
An extra fee has been added to my card payment is this correct?,card_payment_fee_charged
I think I was wrongly charged in a recent transaction when I used my card.,card_payment_fee_charged
I received a fee I should not have.,card_payment_fee_charged
Explain the extra fee on my card when paying.,card_payment_fee_charged
Is there a place to check for fee for payments? I feel like I'm getting charged too much at times.,card_payment_fee_charged
"Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided.",card_payment_fee_charged
I recently bought an item using my card and I was charged an extra fee why is this?,card_payment_fee_charged
Why have I been charged a fee for card payment?,card_payment_fee_charged
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?,card_payment_fee_charged
Why is there a fee for using my card?,card_payment_fee_charged
I noticed a new fee on my account. I didn't know there were fees for these payments. What is the policy?,card_payment_fee_charged
I received an extra charge for using the card. Why?,card_payment_fee_charged
Is there a fee for paying by card?,card_payment_fee_charged
I see a fee that I think was charged because I paid by card.,card_payment_fee_charged
I was charged a fee when buying stuff with my card.,card_payment_fee_charged
Why did I get charged extra?,card_payment_fee_charged
I was unaware of the additional charge that was added onto my previous payment. A notification of extra charges would be appreciated in the future.,card_payment_fee_charged
Is there a  way to  get around fees,card_payment_fee_charged
Who charged me a fee for paying by card?,card_payment_fee_charged
Why are you charging me fees for using my card?,card_payment_fee_charged
What is this extra fee that I got when I used my card to pay?,card_payment_fee_charged
Why do I have to pay extra for using my card?,card_payment_fee_charged
I paid with my card so so why was I charged a transaction fee?,card_payment_fee_charged
I didn't know I was going to get charged to use my card.,card_payment_fee_charged
What can i pay with out  fees,card_payment_fee_charged
"Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances.",card_payment_fee_charged
I don't think I should have been charged a fee to use my card.,card_payment_fee_charged
How was I charged extra when I used my card to pay?,card_payment_fee_charged
I noticed an extra fee when I paid with my card.,card_payment_fee_charged
Why was I charged an extra fee when paying with card?,card_payment_fee_charged
Was I charged extra for using my card?,card_payment_fee_charged
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!,card_payment_fee_charged
Why did I have to pay extra because I paid with my card?,card_payment_fee_charged
Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about.,card_payment_fee_charged
What was the extra charge for using my card?,card_payment_fee_charged
Why was I charged extra using my card?,card_payment_fee_charged
There was a fee charged when I paid with my card.,card_payment_fee_charged
Why am I being a charged for using my card?,card_payment_fee_charged
Why do some of my payments have fees?  I don't understand.,card_payment_fee_charged
I was charged an additional amount of money for making a purchase with my card,card_payment_fee_charged
I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before.,card_payment_fee_charged
How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info.,card_payment_fee_charged
There was a charge applied when I used my card.,card_payment_fee_charged
A fee came along with me paying with card,card_payment_fee_charged
I bought something with my card and I was charged a fee,card_payment_fee_charged
What is this fee showing up in my account for?,card_payment_fee_charged
"Is there a fee for making a payment? If so, let me know why.",card_payment_fee_charged
"I shouldn't have been charged but I see a fee, why?",card_payment_fee_charged
What was I charged a fee for card payment?,card_payment_fee_charged
Why was my transaction charged an extra fee when paying with my card?,card_payment_fee_charged
I paid with my card and was charged extra,card_payment_fee_charged
Why was a fee added to my bill when I used my card?,card_payment_fee_charged
"There was an extra fee when I paid with my card, why was i charged this extra fee?",card_payment_fee_charged
Why was I charged a fee for using my card,card_payment_fee_charged
I'm being charged for using my card!,card_payment_fee_charged
You advertise no fee when paying with a card then my statement shows a fee.,card_payment_fee_charged
Why am I being charged a fee on a card payment?,card_payment_fee_charged
What is the extra fee that showed up on my card?,card_payment_fee_charged
Why did I have to pay an additional amount when using my card to pay?,card_payment_fee_charged
Why was I charged a fee for my card payment?,card_payment_fee_charged
I have been charged an extra fee when buying from your store. Why is this?,card_payment_fee_charged
I was made to pay a fee for making a transaction with card.,card_payment_fee_charged
"A strange card payment, I do not recognize it.",card_payment_not_recognised
How do I find out how or where this transaction on my account came from?,card_payment_not_recognised
I have an odd payment in my statement,card_payment_not_recognised
There's a payment in the app I don't recognize.,card_payment_not_recognised
In the App I see a payment that is not mine.,card_payment_not_recognised
Is there any way to know how the transaction got on my account?,card_payment_not_recognised
There are some charges that I don't recognize.  It happened days ago.  Can I get these charges back?  Should I cancel my card?,card_payment_not_recognised
There is payment showing that I didn't do.,card_payment_not_recognised
Payment I didn't do.,card_payment_not_recognised
My statement indicates I made a payment to an unfamiliar merchant.,card_payment_not_recognised
I have a payment I didnt make on my account,card_payment_not_recognised
I have just read my statement and there is a payment I don't recognise.,card_payment_not_recognised
I have a payment that I didn't make.,card_payment_not_recognised
Why is there a payment I didn't do in my app?,card_payment_not_recognised
There are a couple of payments with my card shown in the app that I really didn't make myself. What's going on with this?,card_payment_not_recognised
There is a record of payment I never submitted on the app.,card_payment_not_recognised
I'm worried that my card has been compromised because I see a payment that I didn't make.,card_payment_not_recognised
Please help.  There is a payment in the app that isn't mine.,card_payment_not_recognised
There is a payment in the app that I did not approve,card_payment_not_recognised
"One of my card payments, I don't recognise the name of the merchant.",card_payment_not_recognised
There is a vendor name I don't recognize on a payment from my account. I don't think I made this payment.,card_payment_not_recognised
There is a payment on my card that I do not recognize.,card_payment_not_recognised
Is it possible someone has access to my card? I noticed that there are a couple of payments in the app I'm sure I did not make. Can you find out what's going on here?,card_payment_not_recognised
There is a payment made with my card that I don't recognize at all.,card_payment_not_recognised
I just checked my account on the App and there is a payment on there that I did not make.,card_payment_not_recognised
My app is displaying a payment I didn't make,card_payment_not_recognised
There is a strange payment on my card and I don't know what to do.,card_payment_not_recognised
There is a payment I don't recognize,card_payment_not_recognised
Why is there an unknown card payment?,card_payment_not_recognised
I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?!,card_payment_not_recognised
I didn't make this payment and it's on my app,card_payment_not_recognised
I have a charge I did not make.,card_payment_not_recognised
there is a charge i dont recognize,card_payment_not_recognised
There's a payment with my card that I definitely didn't create. I don't know anyone by that name.,card_payment_not_recognised
There's a payment with my card that I didn't perform. I don't know that name shown.,card_payment_not_recognised
"There's a payment with my card that I definitely didn't do myself, never seen that name before.",card_payment_not_recognised
A random charge got added to my card,card_payment_not_recognised
I do not recongize a payment in my account.,card_payment_not_recognised
I don't think I made this payment that is showing up,card_payment_not_recognised
I did not make this payment that I see in the App.,card_payment_not_recognised
I do not recognise the card payment.,card_payment_not_recognised
There is a payment with my card which i definitely did not do.,card_payment_not_recognised
There are a couple payments with my card displayed in the app which I didn't make. What is happening? Maybe someone has access to my card.,card_payment_not_recognised
There's a card payment I didn't make,card_payment_not_recognised
I looked at my statement and found a payment I and found a mistake.,card_payment_not_recognised
I see a strange payment in my account.,card_payment_not_recognised
"I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back?",card_payment_not_recognised
I just looked over my statement and I don't recognize the name of a card payment.,card_payment_not_recognised
The App shows a fraudulent payment made on my account.,card_payment_not_recognised
I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok?,card_payment_not_recognised
"There are a couple payments with my card shown in the app that i really didn't make myself. What's going on with this, does someone has access to my card?!",card_payment_not_recognised
"I don't recognize this payment on my app, I am sure I didn't spend any money there.",card_payment_not_recognised
on my statement there is a payment that I don't recognise,card_payment_not_recognised
I checked the app and there is a payment that I don't recognize.,card_payment_not_recognised
I don't recognize this payment,card_payment_not_recognised
"I need to figure out what these charges are on my account. They've been coming out for a couple of days. Can i get all of this money back? Also, I need to freeze my card.",card_payment_not_recognised
where is my unknown payment from?,card_payment_not_recognised
my statement contains an unknown payment,card_payment_not_recognised
The app is showing a payment I never made.,card_payment_not_recognised
Someone else accessed my account and made a payment.,card_payment_not_recognised
"There are a couple payments with my card shown in the app that i really didn't make myself. What's happenning with this, does someone has access to my card?!",card_payment_not_recognised
I need to freeze my card. There are charges on there that i did not authorize. They've been coming out for a couple of days. Can i get this money back?,card_payment_not_recognised
There is  a charge I don't recognize.,card_payment_not_recognised
I need to cancel my card.  There are a few charges from a couple days ago that I didn't make.  Can I get credit for these charges?,card_payment_not_recognised
A payment on my statement is wrong.,card_payment_not_recognised
"Hello, I noticed there is a payment from my card to a business that I am not familiar with. I definitely did not make this payment.",card_payment_not_recognised
There is a fraudulent payment!,card_payment_not_recognised
I have a charge for something I didn't buy.,card_payment_not_recognised
I'm not recognizing the card payment.,card_payment_not_recognised
I think my card is being used by someone else to make purchases that I didn't authorize! I checked my account and see that there have been quite a few purchases over the last two days that I have no idea where they came from. We need to freeze my card now! And I need to find a way to get my money back.,card_payment_not_recognised
"Hello, i just checked my statement and there seems to be a payment from my card that I have never seen before.",card_payment_not_recognised
I have a card payment that I don't recognize. What should I do?,card_payment_not_recognised
I didn't do a payment and I have it now.,card_payment_not_recognised
There are a couple of payments with my card shown in the app that I really didn't make myself. Why is it happened?,card_payment_not_recognised
There is a strange card payment I don't recognise.,card_payment_not_recognised
I need to figure out who has access to my card there are some payments I didn't make that are showing on the app.  Could you please help?,card_payment_not_recognised
I don't understand where this charge came from.,card_payment_not_recognised
After looking at the app I noticed a couple of payments I know I did not make. Is it possible someone has accessed my card? What is actually going on?,card_payment_not_recognised
There is a payment on my card that I do not recognize.  I've never seen the name on the transaction before.,card_payment_not_recognised
I have a confusing payment appear on my statement and I don't recognise it!,card_payment_not_recognised
There are a couple payments with my card shown that I'm not responsible for. What is going on? Maybe someone has access to my account.,card_payment_not_recognised
I do not recognize the card payment.,card_payment_not_recognised
They is a payment I don't recognize on my statement.,card_payment_not_recognised
i didnt do this charge,card_payment_not_recognised
The exchange rate for my payment last Saturday must be wrong because I was charged extra.,card_payment_wrong_exchange_rate
What do i do if the exchange rate was wrong for the item i bought overseas?,card_payment_wrong_exchange_rate
"The exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it?",card_payment_wrong_exchange_rate
The exchange rate applied is wrong for my international purchase.,card_payment_wrong_exchange_rate
I think the rate that was applied to my purchase using foreign currency is wrong. Help!,card_payment_wrong_exchange_rate
"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",card_payment_wrong_exchange_rate
Are you sure this is the interbank exchange rate? This rate is really bad.,card_payment_wrong_exchange_rate
I bought something and I take issue with the exchange rate applied.,card_payment_wrong_exchange_rate
It seems that the rate I got is incorrect.,card_payment_wrong_exchange_rate
Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,card_payment_wrong_exchange_rate
I am not receiving the correct exchange rate on my card.,card_payment_wrong_exchange_rate
I don't think the charges made when I had currency exchanged are right.,card_payment_wrong_exchange_rate
"I recently purchased something, and the exchange rate was wrong.",card_payment_wrong_exchange_rate
the exchange rate on my payment was wrong,card_payment_wrong_exchange_rate
Why was the wrong rate applied when I bought something in a different currency?,card_payment_wrong_exchange_rate
My card payment had the wrong exchange rate,card_payment_wrong_exchange_rate
I think there has been a mistake on my exchange rate for this purchase.,card_payment_wrong_exchange_rate
I bough an item and the exchange rate was incorrect.,card_payment_wrong_exchange_rate
I received the wrong exchange rate for an item i bought.,card_payment_wrong_exchange_rate
I believe you charged me too much to exchange my money,card_payment_wrong_exchange_rate
What if there is an error on the exchange rate?,card_payment_wrong_exchange_rate
There's an error in regards to the exchange rate for an item I bought.,card_payment_wrong_exchange_rate
The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate
It looks like the exchange rates on my card payment are wrong,card_payment_wrong_exchange_rate
I checked on google and the exchange rate you are using is really bad. Can you update it?,card_payment_wrong_exchange_rate
I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,card_payment_wrong_exchange_rate
Why was I charged a higher exchange rate when I bought something abroad?,card_payment_wrong_exchange_rate
I am being charged the wrong amount on my card.,card_payment_wrong_exchange_rate
The exchange rate from my card payment isn't right.,card_payment_wrong_exchange_rate
What is your exchange rate between UK pounds and Russian rubles for my last transaction,card_payment_wrong_exchange_rate
Was I charged more than I should of been for a currency exchange?,card_payment_wrong_exchange_rate
"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",card_payment_wrong_exchange_rate
I think the currency exchange that's been applied is wrong.,card_payment_wrong_exchange_rate
When I purchased a product in another country the currency exchange was incorrect.,card_payment_wrong_exchange_rate
An item I bought had the wrong exchange rate applied.,card_payment_wrong_exchange_rate
There's an error with the rate that is charged.,card_payment_wrong_exchange_rate
"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",card_payment_wrong_exchange_rate
This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,card_payment_wrong_exchange_rate
The exchange rate is incorrect for something I bought,card_payment_wrong_exchange_rate
I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate?,card_payment_wrong_exchange_rate
I bought an item that I was charged a different exchange rate for.,card_payment_wrong_exchange_rate
I bought an item and the exchange rate was wrong.,card_payment_wrong_exchange_rate
The exchange rate for my electronic payment is incorrect.,card_payment_wrong_exchange_rate
I bought an item at the wrong exchange rate.,card_payment_wrong_exchange_rate
The exchange rate is bad. Are you sure this is the exchange rate?,card_payment_wrong_exchange_rate
The exchange rate was not correct for the item I bought.,card_payment_wrong_exchange_rate
They used the wrong rate when I made a purchase with foreign currency.,card_payment_wrong_exchange_rate
The exchange rate you are using is bad.This can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate
the exchange rate at which my card payment is at is wrong,card_payment_wrong_exchange_rate
Why didn't I receive the correct exchange rate for an item that I purchased?,card_payment_wrong_exchange_rate
Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,card_payment_wrong_exchange_rate
My payment has an incorrect exchange rate.,card_payment_wrong_exchange_rate
something is wrong with my exchange rate charge,card_payment_wrong_exchange_rate
My exchange rate isn't correct.,card_payment_wrong_exchange_rate
Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.,card_payment_wrong_exchange_rate
The exchange rate is incorrect on an item I recently purchased in a foreign country.,card_payment_wrong_exchange_rate
After purchasing an item I noticed the exchange rate was incorrect.,card_payment_wrong_exchange_rate
Why is the exchange rate for my payment incorrect?,card_payment_wrong_exchange_rate
My foreign currency exchange has been applied incorrectly.,card_payment_wrong_exchange_rate
The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate.,card_payment_wrong_exchange_rate
The exchange rate is incorrect for my payment.,card_payment_wrong_exchange_rate
Why isn't my purchase exchange rate correct?,card_payment_wrong_exchange_rate
This exchange rate on my purchase is wrong.,card_payment_wrong_exchange_rate
I want to change the wrong exchange rate.,card_payment_wrong_exchange_rate
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,card_payment_wrong_exchange_rate
I purchased something overseas and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate
My card payment has the wrong exchange rate,card_payment_wrong_exchange_rate
Does the exchange rate change each day for purchases? There is a different rate on my purchase.,card_payment_wrong_exchange_rate
"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",card_payment_wrong_exchange_rate
"The exchange rate given to me after a purchase, was incorrect",card_payment_wrong_exchange_rate
The exchange rate used on your app is really bad. I'm considering closing my account because of it.,card_payment_wrong_exchange_rate
"I  have been charged more than I should for the presents I bought  when abroad, the problem seems to be the exchange rate.",card_payment_wrong_exchange_rate
The correct exchange rate wasn't given to me for an item I purchased.,card_payment_wrong_exchange_rate
I exchanged Russian rubles for British pounds today and got less than I expected. Was exchange rate correct?,card_payment_wrong_exchange_rate
Can you please explain why the exchange rate for the item I bought is wrong?,card_payment_wrong_exchange_rate
I was charged extra. Was the exchange rate for my payment last Saturday wrong?,card_payment_wrong_exchange_rate
"I purchased something while traveling, and the exchange rate applied was wrong.",card_payment_wrong_exchange_rate
A foreign purchase I made has the incorrect rate applied to it.,card_payment_wrong_exchange_rate
I did not receive the correct amount for the exchange rate.,card_payment_wrong_exchange_rate
The exchange rate was incorrect for an item I bought.,card_payment_wrong_exchange_rate
Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,card_payment_wrong_exchange_rate
The fee charged when I changed rubles into British pounds was too much.,card_payment_wrong_exchange_rate
My rate of exchange was wrong.,card_payment_wrong_exchange_rate
I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,card_payment_wrong_exchange_rate
lost my card in atm,card_swallowed
The ATM didnt return my card!,card_swallowed
An ATM machine didn't return my card.,card_swallowed
My card is stuck in the ATM?,card_swallowed
atm ate my card,card_swallowed
How can I get my card out of the stupid ATM that ate it?,card_swallowed
How do I get my card back quickly from a bank machine that it?,card_swallowed
A Bank ATM did not give my card back. What do I do now?,card_swallowed
how can the money machine keep my card what do i need to do?,card_swallowed
I was removing a dollar amount from my account and now don't have access to my card.,card_swallowed
The ATM machine ate my card.,card_swallowed
"My card is stuck inside the ATM, what am I supposed to do?",card_swallowed
"My card got trapped inside an ATM, what should I do?",card_swallowed
I need a new card because the ATM took mine.,card_swallowed
What do I do if the ATM took my card?,card_swallowed
How do I get my card back after the ATM swallowed it.,card_swallowed
My card is stuck inside the ATM.,card_swallowed
How do I get my card out of the ATM?,card_swallowed
Who do I talk to about the ATM swallowing my card?,card_swallowed
How do I get a new card as your machine swallowed mine!,card_swallowed
An ATM swallowed my credit card!,card_swallowed
Why did the ATM take my card and keep it?,card_swallowed
The ATM sucked my card in.,card_swallowed
Will you please help me get my card back?,card_swallowed
What should I do with my stuck ATM?,card_swallowed
An ATM machine didn't give me back my card.,card_swallowed
Your machine took my card. How do I get it back?,card_swallowed
I have lost my credit card in the ATM!,card_swallowed
what do I need to do if the ATM kept my card?,card_swallowed
how to get new card after atm eats it,card_swallowed
why has a cash withdrawal charged me?,cash_withdrawal_charge
"I am not supposed to be charged a cash withdrawal fee, but I was.",cash_withdrawal_charge
I used my card the other day to get cash from an ATM and was charged an extra fee. I don't understand why I am being charged a fee all of a sudden. I thought it was free to withdraw from an ATM?,cash_withdrawal_charge
"I just took some cash out of a cash machine in Heathrow airport because I wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?",cash_withdrawal_charge
Why is it I am charged an extra fee when I use the ATM?,cash_withdrawal_charge
I didn't realize that there were any fees for withdrawing money from my account--this has never happened to me before.  What exactly are the fees?,cash_withdrawal_charge
Have you started charging for cash withdrawals? I always thought it was free until I noticed this fee. How much is the fee?,cash_withdrawal_charge
Will I be charged for a cash withdrawal?,cash_withdrawal_charge
"I withdrew money and got a fee, please explain",cash_withdrawal_charge
"Why did I get charged a fee, I thought it was free?",cash_withdrawal_charge
What's up with the extra fee I got?,cash_withdrawal_charge
Is there a cash withdrawal fee? Because I just got charged?,cash_withdrawal_charge
Why am I being charged to withdrawal money?,cash_withdrawal_charge
Why did you charge me for taking out cash?,cash_withdrawal_charge
